"","ID","assoc","g","b","m0","n","runtime","runtime_sd","rho_plus_ini","rho_plus","rho_plus_sd","q_plus_plus","clus_coef","largest_patch","best_model","class","largest_patch_sd","alpha","alpha_se","alpha_p","trunc","trunc_se","trunc_p","lower","lower_se","lower_p","mean_p_largest","predict_largest","mismatch_PL"
"1",1,FALSE,0,0,0.05,10,500,0,0.849236575341784,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,FALSE,0,0.02,0.05,10,500,0,0.857776707466692,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,FALSE,0,0.04,0.05,10,500,0,0.862183208607603,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,FALSE,0,0.06,0.05,10,500,0,0.854996714934241,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,FALSE,0,0.08,0.05,10,539.48,47.8476471034191,0.866572134669405,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,FALSE,0,0.1,0.05,10,945.08,192.548849790269,0.872824616499711,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,FALSE,0,0.12,0.05,9,3235.48888888889,544.515859375199,0.856867483379837,0.00031085013049031,NA,0.039138791937257,NA,7,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,NA,NA
"8",8,FALSE,0,0.14,0.05,5,1561.32,563.699008336896,0.838532990915701,0.0868522338830585,0.00303511323445139,0.39562740384965,4.57483429430674,28.6,2,"DOWN",9.50263121456368,0.786355098621073,0.0590098567318875,3.38792121818999e-23,0.0871402340745575,0.00975048148156453,3.93644309365451e-14,NA,NA,NA,0.004,13.9707864918376,-8.15842938817473
"9",9,FALSE,0,0.16,0.05,6,1584.26666666667,369.921389847447,0.83548319262142,0.186870164917541,0.00494903895672517,0.430494554900709,2.30573333406859,38.3333333333333,2,"DOWN",11.0030298857481,0.636079097010784,0.0349542064124865,1.03375105830251e-40,0.0867598099506381,0.0049041880080376,2.10507840854144e-39,NA,NA,NA,0.00221075902726603,10.1690402107134,-8.43376720221255
"10",10,FALSE,0,0.18,0.05,18,1353.76666666667,611.349613078936,0.84723506128519,0.273831037259148,0.00506454448228987,0.46613738072998,1.70278464494548,72.8888888888889,2,"DOWN",24.5833250249238,0.69515772012264,0.0102840445444627,2.83117575610454e-297,0.0453069533939163,0.0010962698453102,1.56275281103301e-184,NA,NA,NA,0.00187617260787992,19.7171165441525,-9.2600085427786
"11",11,FALSE,0,0.2,0.05,8,1561.925,924.396884073997,0.830006043316098,0.352198313343328,0.00506297101428849,0.502218344466766,1.42615257234949,130.125,2,"DOWN",45.7709748952012,0.730394402372055,0.009428491930508,5.19682395708266e-227,0.0208722285096319,0.000725528183977589,1.93194290944118e-95,NA,NA,NA,0.00188412623645784,35.0200894408127,-9.83021298143018
"12",12,FALSE,0,0.22,0.05,9,1726.08888888889,1075.02717226641,0.857638573532717,0.418652545949248,0.00521188710107708,0.537634454465426,1.28430189048467,240.666666666667,2,"DOWN",63.2020569285526,0.68546831391249,0.00470069615714874,0,0.0096504357558398,0.000246363275166293,1.85677236590196e-151,NA,NA,NA,0.00222441917943648,42.8928764028196,-9.86696520132109
"13",13,FALSE,0,0.24,0.05,9,2080.04444444444,1022.77127344181,0.862701017831245,0.479353884169027,0.0054984082916865,0.573056035848547,1.19555220794055,453.444444444444,2,"DOWN",95.9480472848603,0.696424842980132,0.00358474359386111,0,0.00255686909525395,0.000108728614311635,6.18762609202582e-81,NA,NA,NA,0.0028116213683224,70.8058872200374,-10.1339361127017
"14",14,FALSE,0,0.26,0.05,9,1530.71111111111,1084.6450069544,0.856267842642653,0.531939330334833,0.00508230665608282,0.606611147030696,1.14041215608306,2239.88888888889,4,"UP",870.134823525131,0.813088520679238,0.00618076346200651,2.72629064437603e-281,NA,NA,NA,0.00318195305227061,0.000397196948334844,2.12166814752666e-14,0.00398936170212766,529.700873168994,-11.7964364922526
"15",15,FALSE,0,0.28,0.05,9,1843.46666666667,1157.63367262705,0.860950089512496,0.577948653451052,0.00533574628260733,0.637689853543821,1.10339938240865,5030.33333333333,4,"UP",262.640438622844,1.05663338278719,0.00964148952756487,1.52811573859094e-180,NA,NA,NA,0.00611855440990949,0.00047614243016316,6.01131821831567e-28,0.00583279325988334,8151.37195499437,-14.1502008051307
"16",16,FALSE,0,0.3,0.05,10,1989.6,1333.01830278341,0.851118448320776,0.616837211394303,0.00533225505666166,0.665386142885825,1.07873066844391,5799.9,4,"UP",106.417886967684,1.31792679621012,0.0169441034794336,9.96471566393856e-121,NA,NA,NA,0.00890525734406685,0.000696090687303254,1.31017350497411e-25,0.00775795190069822,91182.759191012,-16.2796580241783
"17",17,FALSE,0,0.32,0.05,10,1135.22,603.379493261819,0.847456128511112,0.650643513243378,0.00508265178316277,0.690676208149871,1.06154468247913,6252.7,4,"UP",135.664660099821,1.46713237477901,0.0251092801986314,1.1920423583178e-84,NA,NA,NA,0.0123014932148302,0.000991411810653127,1.22069703509522e-22,0.0104275286757039,370965.618969685,-17.387170647944
"18",18,FALSE,0,0.34,0.05,10,1159.78,850.378736276438,0.844975277287886,0.681442813593203,0.00486694311239716,0.714251382109743,1.04815748999591,6710.4,4,"UP",57.248386682751,1.7230756058483,0.0387660905432642,1.22997628354483e-55,NA,NA,NA,0.0185043028959011,0.0014764450687696,4.45354226684398e-20,0.0167224080267559,3924432.22214829,-19.2737379029139
"19",19,FALSE,0,0.36,0.05,10,1564.54,936.544547436657,0.841386136296205,0.707547021489255,0.0047625786242065,0.735122221597254,1.03898429917715,7008.7,4,"UP",87.0428374741745,1.75859792352613,0.0465435606703902,1.76619879595556e-45,NA,NA,NA,0.0230705332673936,0.00178132465391809,1.5232171279745e-19,0.0204498977505112,5793354.05656185,-19.4619993626899
"20",20,FALSE,0,0.38,0.05,10,1651.86,1436.11453288223,0.856547525245696,0.730133458270865,0.00469017504308806,0.753463982528394,1.03196188825828,7256.3,4,"UP",82.6949548373754,2.22542681375806,0.0976254819975337,2.13566476597185e-27,NA,NA,NA,0.0357297650220513,0.00313737286517399,3.03231060988778e-15,0.0291545189504373,390606253.816291,-23.318355941245
"21",21,FALSE,0,0.4,0.05,10,1014.72,302.672264265419,0.838321624209639,0.750720424787606,0.00444778582684834,0.770384190866085,1.02619925235488,7436.6,4,"UP",31.3411337808106,2.10180621852647,0.0833940114333321,2.19548139003445e-27,NA,NA,NA,0.0388269497542444,0.00296134331421131,1.27361947958724e-16,0.03584229390681,137049935.34176,-22.0644825977545
"22",22,FALSE,0,0.42,0.05,10,1132.92,541.587027581389,0.85487948513357,0.76814724137931,0.00453249936492034,0.785185545261507,1.02218777090153,7653.5,4,"UP",38.1175083714091,2.24170348223406,0.0933613947503219,5.65624690652763e-25,NA,NA,NA,0.048953449291553,0.00344257457676329,5.11677312222804e-17,0.0454545454545455,508701104.403411,-23.1384136341798
"23",23,FALSE,0,0.44,0.05,10,910.12,485.074731470431,0.842776333000511,0.783913058470765,0.00444305968961398,0.798651715668389,1.01880620764187,7847.8,4,"UP",52.3084866706902,2.63990589261983,0.27173307506075,1.81482717188306e-10,NA,NA,NA,0.0730911834939315,0.00772276949939717,3.19861713173615e-10,0.0649350649350649,19132336103.853,-26.4090132396574
"24",24,FALSE,0,0.46,0.05,10,1137.88,577.949380328608,0.843060283116065,0.798119190404798,0.00413298260659312,0.810890779623367,1.01600526999392,7982.3,4,"UP",35.8826792013454,2.41963861942101,0.22072849344322,5.16464200119427e-12,NA,NA,NA,0.0879442332630093,0.0081747011837678,8.12161603304205e-12,0.0793650793650794,2765283853.54502,-24.274105940119
"25",25,FALSE,0,0.48,0.05,10,1014.44,247.624766307591,0.862651058551855,0.809885497251374,0.00411743384807888,0.821193028377954,1.01396533180634,8105,5,"COV",36.0277670693036,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106382978723404,NA,NA
"26",26,FALSE,0,0.5,0.05,10,975,333.056965431174,0.856665661605075,0.821211544227886,0.00414916429202912,0.831220258714482,1.01219107883787,8200.4,5,"COV",39.5255191827592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,NA,NA
"27",27,FALSE,0,0.52,0.05,10,705.22,124.483375061358,0.857301987942774,0.830977381309345,0.00406137301931822,0.839775979948669,1.01059097120995,8313.6,5,"COV",29.8708330427303,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169491525423729,NA,NA
"28",28,FALSE,0,0.54,0.05,10,1042.06,516.375669019712,0.837693324754946,0.840285552223888,0.00379710769365187,0.848128484862341,1.00933572784285,8417,5,"COV",49.8062914365913,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172413793103448,NA,NA
"29",29,FALSE,0,0.56,0.05,10,942.08,457.931496089875,0.857863487412687,0.847961569215392,0.00366605175264798,0.85506242782509,1.00837572595665,8455.3,5,"COV",40.540925823995,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227272727272727,NA,NA
"30",30,FALSE,0,0.58,0.05,10,915.54,398.580994696603,0.859841239089146,0.855882343828086,0.00363831200579731,0.862151431665576,1.00732635344887,8554.4,5,"COV",35.2079536468679,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32258064516129,NA,NA
"31",31,FALSE,0,0.6,0.05,10,929.02,468.58902581165,0.842876512592193,0.86240335832084,0.00373832192540369,0.868204477503294,1.00672849714374,8627.6,5,"COV",34.1343749841059,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222222222,NA,NA
"32",32,FALSE,0,0.62,0.05,10,776.68,242.004117503998,0.852980751486029,0.868523753123438,0.00357404948280541,0.873787842223417,1.0060623862221,8685.6,5,"COV",35.0307801162857,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277777777777778,NA,NA
"33",33,FALSE,0,0.64,0.05,10,892.68,414.843522842583,0.849649607795291,0.874037711144428,0.00350678319541547,0.878843852381619,1.0055001406939,8725.4,5,"COV",22.6627447587445,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA,NA
"34",34,FALSE,0,0.66,0.05,10,841.5,496.3900549635,0.86218881172128,0.879598795602199,0.00335171151039106,0.883965193765537,1.00496535922595,8795.3,5,"COV",25.6603888426414,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142857142857,NA,NA
"35",35,FALSE,0,0.68,0.05,10,816.94,357.466779186853,0.834098154113162,0.88430007996002,0.00331494796157048,0.888346179399136,1.00457657266764,8841,5,"COV",37.2707809297191,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344827586206897,NA,NA
"36",36,FALSE,0,0.7,0.05,10,889.92,363.102351043522,0.858305427164305,0.888623173413293,0.00330540761534497,0.892359351526836,1.00420531293094,8884.8,5,"COV",34.7939969279504,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,NA,NA
"37",37,FALSE,0,0.72,0.05,10,730.38,180.54341306179,0.840292259347625,0.893063853073463,0.00322449621639649,0.896473452823865,1.00381866952788,8918.3,5,"COV",34.76604345878,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA
"38",38,FALSE,0,0.74,0.05,10,735.3,205.140195963638,0.858838823917322,0.896710524737631,0.00317257317645965,0.899886834766207,1.00354295878855,8970.9,5,"COV",29.8308192609217,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,NA,NA
"39",39,FALSE,0,0.76,0.05,10,787,197.355674411004,0.841860815500841,0.900193093453273,0.00316727145358145,0.903183509105387,1.00332282890573,9014.3,5,"COV",30.5834014531485,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476190476190476,NA,NA
"40",40,FALSE,0,0.78,0.05,10,861.96,320.435797695021,0.846278468489181,0.903799470264868,0.00317588078616191,0.906525301881255,1.00301683346744,9032.5,5,"COV",18.3378782245323,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,NA,NA
"41",41,FALSE,0,0.8,0.05,10,813.14,238.350163508323,0.853429322051816,0.906875947026487,0.00292696990326146,0.909444030578406,1.00283246192323,9071.8,5,"COV",31.3219837600792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285714285714,NA,NA
"42",42,FALSE,0,0.82,0.05,10,582.1,61.2857242757235,0.842633686990012,0.909760504747626,0.00296704005918489,0.912143926814168,1.00262033219922,9088.1,5,"COV",27.8266459032026,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476190476190476,NA,NA
"43",43,FALSE,0,0.84,0.05,10,821.24,295.427822356362,0.857644288314041,0.912365602198901,0.00294125768032796,0.914614739559484,1.00246567761647,9121.7,5,"COV",26.1493573322346,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA
"44",44,FALSE,0,0.86,0.05,10,870.68,284.777951705847,0.853183717287611,0.91524307846077,0.00296694345654358,0.917361419678612,1.00231510605562,9165.5,5,"COV",28.9261511823164,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,NA,NA
"45",45,FALSE,0,0.88,0.05,10,996.88,358.972932436726,0.840734542566352,0.91763912043978,0.00276403871863713,0.919638787612145,1.00217945445636,9169.8,5,"COV",34.7748312560807,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769230769230769,NA,NA
"46",46,FALSE,0,0.9,0.05,10,767.36,272.462887177114,0.853723962104414,0.919946286856572,0.00287385503343454,0.921809900458389,1.0020262113476,9213.3,5,"COV",28.2608877740558,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769230769230769,NA,NA
"47",47,FALSE,0,0.92,0.05,10,629.16,167.470536048716,0.83810481349472,0.921986246876562,0.00271310646266073,0.923784262429828,1.00195048331491,9216.3,5,"COV",23.4901870764983,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285714285714,NA,NA
"48",48,FALSE,0,0.94,0.05,10,688.8,207.16685706615,0.854284249849152,0.924350644677661,0.00279541195206158,0.926017567539207,1.00180378343887,9256.5,5,"COV",24.0751139376559,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,NA,NA
"49",49,FALSE,0,0.96,0.05,10,630.42,167.368295152404,0.854189525628463,0.926171264367816,0.00271968622283318,0.927744718035204,1.00169921283419,9268.1,5,"COV",23.581772622091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909090909090909,NA,NA
"50",50,FALSE,0,0.98,0.05,10,887.68,187.046831925412,0.866720485861879,0.928138795602199,0.00263350738256711,0.929632882212918,1.00161014228858,9278.3,5,"COV",29.6537425031722,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769230769230769,NA,NA
"51",51,FALSE,0,1,0.05,10,710.44,155.468576317603,0.864354196710046,0.930034582708646,0.00257089270838249,0.931457842566265,1.00153064882044,9303.5,5,"COV",31.3519448271466,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769230769230769,NA,NA
"52",52,FALSE,0.01,0,0.05,10,500,0,0.844726378319319,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,FALSE,0.01,0.02,0.05,10,500,0,0.845329625497107,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,FALSE,0.01,0.04,0.05,10,500,0,0.843064237055369,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,FALSE,0.01,0.06,0.05,10,500,0,0.839211099895183,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,FALSE,0.01,0.08,0.05,10,500,0,0.847939306644257,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,FALSE,0.01,0.1,0.05,10,524.78,53.857627129312,0.852807204285637,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,FALSE,0.01,0.12,0.05,10,781.96,171.788883355252,0.852466745616403,0,NA,0,NA,NA,1,"DEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,FALSE,0.01,0.14,0.05,10,1820.8,373.710250208783,0.852313411342911,0.00070407796101949,NA,0.104517249586351,NA,8.33333333333333,1,"DEG",4.50924975282289,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421052631578947,NA,NA
"60",60,FALSE,0.01,0.16,0.05,5,1717.68,549.410167361326,0.853082164931111,0.0737472563718141,0.00411372624659926,0.394520824106959,5.45443852532684,25,2,"DOWN",4.35889894354067,0.681612004469706,0.0471171248524343,2.77618476876727e-24,0.115299830698394,0.008294429925223,2.86360252055496e-23,NA,NA,NA,0.00478011472275335,8.97124446801809,-7.53731513531826
"61",61,FALSE,0.01,0.18,0.05,11,1278.61818181818,559.942000243207,0.841188067817976,0.18498806505838,0.00441382984603492,0.431616208114398,2.3355707526261,52.3636363636364,2,"DOWN",15.2595722566049,0.802331612235247,0.0181088395959753,2.06200653203925e-135,0.0537463221614142,0.00226921237811108,2.92784270297173e-71,NA,NA,NA,0.00223713646532438,23.9459432829291,-9.27835752136491
"62",62,FALSE,0.01,0.2,0.05,9,1622.37777777778,582.970217459215,0.846430282028289,0.283637531234383,0.00596381766165725,0.469204555351611,1.65478910437853,79.4444444444444,2,"DOWN",19.2880216138871,0.70803062470451,0.0129121084587714,3.05565634922317e-167,0.0418477056766811,0.00131926610407027,5.91983200539994e-102,NA,NA,NA,0.00182333873581848,22.1464015339798,-9.40476101257972
"63",63,FALSE,0.01,0.22,0.05,8,2131.8,1413.14065218475,0.83918185463408,0.365149937531234,0.00555757508890837,0.508567315168445,1.39292940670085,162,2,"DOWN",77.1492060879436,0.749900161189423,0.00911465322099642,7.79208592617043e-247,0.0152796465293639,0.000641018499401791,7.29344119671464e-78,NA,NA,NA,0.00195694716242661,45.3853475541643,-10.0515589020612
"64",64,FALSE,0.01,0.24,0.05,7,1371.51428571429,499.832329982003,0.86400522425039,0.434812793603198,0.00585116655608717,0.546196666490387,1.25627925561247,255,2,"DOWN",42.8991064398005,0.693167945058063,0.00563964159321035,1.12393370726676e-299,0.007472198176341,0.000263294343489833,1.75564372696659e-94,NA,NA,NA,0.00228683436785364,46.5732463973997,-9.92161305451272
"65",65,FALSE,0.01,0.26,0.05,9,2207.71111111111,993.605002559423,0.840552534796815,0.49454361152757,0.00553408860563878,0.582504373461483,1.17792193018711,765.888888888889,2,"DOWN",349.792597278889,0.727599612801977,0.00341824758568149,0,0.00121400350060714,8.21006825992772e-05,9.33912633880535e-41,NA,NA,NA,0.00288184438040346,125.463643904717,-10.6813408065482
"66",66,FALSE,0.01,0.28,0.05,9,1917.8,1156.23706046814,0.849543392003721,0.546756777166972,0.00558037428890574,0.615908796901976,1.12652223380375,2962.22222222222,4,"UP",967.548290497402,0.843537502113267,0.00697794727889518,5.61059492000204e-254,NA,NA,NA,0.0041272601988944,0.00043169926537544,4.76387253937176e-19,0.0043206913106097,848.085559879338,-12.1873213907111
"67",67,FALSE,0.01,0.3,0.05,10,1995.58,1185.34189142017,0.830314277568832,0.591056366816592,0.00544927893110608,0.646652650508216,1.09409369494634,5341.5,4,"UP",155.686472687186,1.14520045234639,0.0118941605386388,6.4991051703784e-162,NA,NA,NA,0.00674870067384542,0.000553085531286203,1.33696081619274e-25,0.00639795265515035,18574.6919643524,-14.8813325235301
"68",68,FALSE,0.01,0.32,0.05,9,1747.48888888889,884.373372004784,0.862323597296038,0.6295700427564,0.00548077841589213,0.674738311605675,1.07176728820855,5988.11111111111,4,"UP",81.8053244667553,1.26508318867386,0.021884818592499,1.54223513475711e-91,NA,NA,NA,0.010505221267247,0.00101995706079745,2.36489198078203e-18,0.00907258064516129,60060.0774965986,-15.7055991618048
"69",69,FALSE,0.01,0.34,0.05,10,1175.62,791.175454343444,0.845402382635511,0.662442423788106,0.0050526973538777,0.699597392347998,1.05610178394458,6459.3,4,"UP",60.9900720518421,1.55399664552449,0.0278859704971408,3.9918458110306e-72,NA,NA,NA,0.0140324044335918,0.00105439894101574,4.5362471990197e-23,0.0124688279301746,833710.779839951,-18.0181653493063
"70",70,FALSE,0.01,0.36,0.05,10,1572.16,1015.57012690738,0.875551021741703,0.691006916541729,0.005168082263976,0.721961406412302,1.04480859034922,6811.2,4,"UP",60.2159078280445,1.84541688494606,0.0574125123200936,1.92749319672627e-42,NA,NA,NA,0.022591702658889,0.00197294019708686,1.99587353982155e-17,0.0174825174825175,11854837.7875506,-20.3348004927329
"71",71,FALSE,0.01,0.38,0.05,10,1313.3,740.248584373295,0.839325558748096,0.71553211894053,0.00503745856922101,0.741800535219321,1.0367224529722,7056.8,4,"UP",53.163897524542,1.77970270002775,0.0666707182336151,1.05892458191935e-35,NA,NA,NA,0.0271519822815673,0.00284432474717835,8.70507588890818e-14,0.0232018561484919,7069321.11110426,-19.5347980064828
"72",72,FALSE,0.01,0.4,0.05,10,1213.12,895.43241546566,0.85558543094201,0.737893923038481,0.00471937270813468,0.759841729038074,1.02975221070915,7341.1,4,"UP",36.7920583218112,2.07385927148946,0.0746641159862946,4.70402346153899e-32,NA,NA,NA,0.0359488035172679,0.00273643683774272,7.76412654021542e-18,0.0311526479750779,104002692.226164,-21.9287833736966
"73",73,FALSE,0.01,0.42,0.05,10,1028.9,286.054015878121,0.866348350383341,0.758019565217391,0.00479814801701592,0.776447342037687,1.02431805563966,7561.2,4,"UP",58.8421617549865,2.31534462641366,0.116173667757705,5.02017633912638e-23,NA,NA,NA,0.0464611061054589,0.0041180775500373,2.7132726767769e-14,0.0408163265306122,955595717.342969,-23.8765186093146
"74",74,FALSE,0.01,0.44,0.05,9,1008.04444444444,241.257658485234,0.840337935930842,0.774445210727969,0.00439110708787302,0.790324408726584,1.02050960005483,7716.55555555556,4,"UP",46.0084533295543,2.38965323545692,0.128594044263925,1.03529840132802e-19,NA,NA,NA,0.0579230095979129,0.00486399620227667,7.27020509021805e-14,0.0520231213872832,1948023151.05596,-24.3461479437833
"75",75,FALSE,0.01,0.46,0.05,10,1143.56,499.030168760701,0.843996265691239,0.78937259870065,0.00459203191893885,0.803349861227951,1.01771228493978,7877.8,4,"UP",46.480103270109,2.53910641913245,0.174230000503006,3.76609544771199e-15,NA,NA,NA,0.0774840488744512,0.00612799726305843,1.49384571247017e-13,0.072992700729927,7823243035.96013,-25.3977608488499
"76",76,FALSE,0.01,0.48,0.05,10,1114.9,411.475818109508,0.853202093795408,0.803074607696152,0.00418718380699619,0.815163700282742,1.01505706363991,8046.6,5,"COV",40.9775006016174,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0869565217391304,NA,NA
"77",77,FALSE,0.01,0.5,0.05,10,1009.22,537.416895487624,0.847514378745109,0.814825982008995,0.0042914180431498,0.825485494375338,1.01308575701077,8115.9,5,"COV",53.9082553974806,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA
"78",78,FALSE,0.01,0.52,0.05,10,863.08,282.392684828139,0.837285282348748,0.82516816091954,0.00420434819844263,0.834712211238459,1.01156936372172,8230.4,5,"COV",42.6489546569823,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133333333333333,NA,NA
"79",79,FALSE,0.01,0.54,0.05,10,1215.5,599.694064595533,0.836199158248492,0.835207416291854,0.00393504473805359,0.843541068330684,1.00998017643092,8349.1,5,"COV",53.2320914069282,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144927536231884,NA,NA
"80",80,FALSE,0.01,0.56,0.05,10,1118.42,666.700822125053,0.84630469709402,0.843712113943028,0.0040195100736549,0.851169515333116,1.00884124086436,8445.7,5,"COV",46.5237096065604,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212765957446809,NA,NA
"81",81,FALSE,0.01,0.58,0.05,10,999.02,378.270067544341,0.843282600429375,0.851500419790105,0.00380447530815874,0.858246991445117,1.00792513504912,8500.5,5,"COV",26.5172899570576,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA
"82",82,FALSE,0.01,0.6,0.05,10,842.34,323.206793795482,0.843595172704663,0.858122843578211,0.00363714678903153,0.864345550942892,1.00725312407988,8560.2,5,"COV",29.1654285451495,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277777777777778,NA,NA
"83",83,FALSE,0.01,0.62,0.05,10,694.86,139.522871084119,0.844382452671416,0.864822088955522,0.00373616192188771,0.870399424789955,1.00645065090923,8638.1,5,"COV",33.8409679399262,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286,NA,NA
"84",84,FALSE,0.01,0.64,0.05,10,976.24,402.751776877245,0.84009223055793,0.870878460769615,0.00365357432249387,0.875921541744716,1.00579216972786,8705.4,5,"COV",35.7559629836603,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294117647058824,NA,NA
"85",85,FALSE,0.01,0.66,0.05,10,801.82,310.495281051992,0.838149016441312,0.876286936531734,0.00338527391978489,0.880910980971373,1.00527801674406,8766.5,5,"COV",34.8783600531906,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303030303030303,NA,NA
"86",86,FALSE,0.01,0.68,0.05,10,787.28,294.729815254582,0.860451271524653,0.881316091954023,0.0034699837861427,0.885537546637561,1.00479132281792,8822.2,5,"COV",24.8452991305979,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142857142857,NA,NA
"87",87,FALSE,0.01,0.7,0.05,10,899.62,335.202922951987,0.839244486778043,0.88610820089955,0.00339360110178985,0.890008435786929,1.00440251716857,8850,5,"COV",27.6485884711036,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454545454545455,NA,NA
"88",88,FALSE,0.01,0.72,0.05,10,832.08,209.575851026146,0.861654203289654,0.890476181909045,0.00325911045169519,0.894082534435114,1.0040509443602,8908.5,5,"COV",24.3367577499095,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37037037037037,NA,NA
"89",89,FALSE,0.01,0.74,0.05,10,753.5,253.3057923626,0.854449195477646,0.894582468765617,0.00314023085454707,0.897912024588715,1.00372272280128,8935.7,5,"COV",41.1016355446404,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454545454545455,NA,NA
"90",90,FALSE,0.01,0.76,0.05,10,618.66,79.4789168410229,0.849401021550875,0.898290449775112,0.00325958029093568,0.901326333759721,1.00338050211298,8993.9,5,"COV",23.2925834643657,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,NA,NA
"91",91,FALSE,0.01,0.78,0.05,10,775.34,227.216901757868,0.856339135018643,0.901766301849075,0.00312668992783205,0.90462943310469,1.00317574882443,9005.8,5,"COV",27.198039145007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454545454545455,NA,NA
"92",92,FALSE,0.01,0.8,0.05,10,678.06,147.725633072486,0.845880914665759,0.904886676661669,0.00312046271860215,0.907571803081618,1.00296812244625,9065,5,"COV",33.9345775803318,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588235294117647,NA,NA
"93",93,FALSE,0.01,0.82,0.05,10,745.68,212.884573837039,0.849793936242349,0.907799525237381,0.00297269164946453,0.91033606015542,1.0027948110712,9077.1,5,"COV",54.5291970721496,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285714285714,NA,NA
